product_name,price,item_type,description,misc_notes,in_stock,supplier
Fuchs Titan GT1 5W40 Fully Synthetic Oil - 1 Litre,"£9.40, £10.00",,"SKU:     
        F600764517    





Fuchs is a global Group with German roots that has developed, produced and sold lubricants and related specialties for more than 85 years  for virtually all areas of application and sectors. With 58 companies and more than 5,000 employees worldwide, the FUCHS Group is the leading independent supplier of lubricants.
Titan GT1 is a premium performance service oil developed with modern petrol and turbocharged engines in mind. It's formula allows for faster oil circulation time at low temperatures, lower oil consumption and improved ageing qualities, as well as excellent wear protection for camshafts and tappets.","Manufactured to meet the requirements of API SN/SM and ACEA C3
Ideally suited for regular servicing of modern Japanese performance vehicles",In Stock,TorqueGT
Defi Single DIN Triple Gauge Cluster,£615.60,,"SKU:     
        DF-DIN    


                DF14402            

                DF14403            

                DF14404            

                DF14401",,Preorder Only,TorqueGT
Soft99 - Leather Kit,£51.99,,"SKU:     
        S99-LK","Description:
The kit is composed of 6 products for cleaning, maintenance and protection of leather upholstery and other leather elements in your car.
The kit comprises of 6 products:
1. Microfiber Cloth - Super Water Absorbant Regular Size2. Leather Seat Cleaner  mousse for interior leather cleaning 300ml3. Leather Seat Cleaning wipe  cleaning wipes for interior leather surfaces4. Leather Fine-Cleaner &amp; Conditioner  product for cleaning and protection of leather upholstery 100m5. Fukupika Dashboard Cleaning Cloth  wipes for dashboard cleaning and maintenance 7 pcs6. Washmist  interior multi cleaner 250ml",In Stock,TorqueGT
Link CAN PCB Cable,£33.60,,"SKU:     
        LINK-101-0022",,In Stock,TorqueGT
Link 3 Port Boost Control Solenoid,£132.00,,"SKU:     
        LINK-101-0015    





Link 3 port boost control solenoid with 3x 1/8 NPT ports. Compatible with all Link ECU's.",,In Stock,TorqueGT
Limited Edition NSX Type R Anniversary Poster,£15.00,,"SKU:     
        TGT-NSX",,In Stock,TorqueGT
Sabelt Tow Strap,£25.00,,"SKU:     
        01713-FK8-S001    


                01713-FK8-S001R            

                01713-FK8-S001Y            






Sabelt tow strap, designed to withstand a load of around 2,800kg. Available in either Red or Yellow.","Product Features:

Length: 26cm
Hole Diameter: 15mm
Max Load: 2,800kg",In Stock,TorqueGT
Koyo Radiator Cap (Red / 1.3 Bar),£24.95,,"SKU:     
        SK-C13","Product Features:

Direct OE replacement radiator core
Utilises OE mounting points for fans and shrouds, as well as inlet/outlet hoses and mounting pins
Billet filler neck to optimised strength
Radiator cap NOT included",In Stock,TorqueGT
Turbosmart eBoost Street Boost Controller 40psi,£359.94,,"SKU:     
        TS-0302-1002","Features:

Boost Levels: up to 2 levels of boost.
Aux Output: fully programmable; controls water spray, methanol or nitrous injection.
RPM Compensation: eliminates boost drop-off at high RPM.
Gate Pressure: eliminates wastegate creep.
Overboost Shutdown: provides added protection for your engine.
Display: programmable, can be configured to KPA, Bar or PSI.
Auto Dimming: with backlit buttons for hassle-free navigation.

Application for:

Suitable for most turbocharged vehicles. Please ensure your vehicle is suitable before purchasing.",Not In Stock,TorqueGT
Millers CRX 75w90 NT+ Fully Synthetic Gear Oil 1L,"£15.95, £17.00",,"SKU:     
        7966-1L    





Millers is a family owned, UK based company that develops engine oils and fuel additives for both commercial and domestic markets, as well as catering for motor sport applications. Their performance lubricants are proven in race series such as the Civic Cup and Caterham Championship, giving you absolute peace of mind in the quality of their oils.
CRX 75W90 fully synthetic gearbox oil, formulated using a combination of Millers own improved chemistry and Nanodrive technology, massively reducing friction vs standard gear oil.
Designed for the lubrication of competition gearboxes, manual transmissions, synchromesh, non-synchromesh, sequential gearboxes, transfer gearboxes, transaxles and hypoid differentials without limited slip which require API GL4 or GL5 performance. Recommended for use in modern manual transmissions where fully synthetic gear oil is required, particularly in high performance modified or track day vehicles.
Sold in 1 litre bottles.","Use in manual transmissions, synchromesh, non-synchromesh, sequential gearboxes, transfer gearboxes, transaxles and hypoid differentials without limited slip
Meets API GL4, API GL5 and API MT-1
Exceptional cold flow properties
Significantly reduces friction, temperature, wear and minimises power loss.",In Stock,TorqueGT
Turbosmart Raceport Blow Off Valve Gen V For Supercharger - Black,£287.94,,"SKU:     
        TS-0204-1152    





Founded in 1997, Australian manufacturer Turbosmart has quickly established itself as a brand that designs and manufactures high quality products which are reasonably priced. Combining innovative design, strict quality control and rigorous testing, Turbosmart are a brand that any forced induction car owner should consider.
The RacePort Series Blow Off Valve is famous for being an amazingly small and light BOV for supercharged competition-level engines. Featuring our unique collar design and internal flow structures, it is 50% lighter and 25% smaller than the competition while flowing 330 CFM  making it the highest flowing BOV of its type on the market.
The Supercharger-Specific RacePort features a softer (4 InHg) spring for use in supercharged systems. It stays idle when the supercharger is still producing a boost.
SUPPLIED WITH:Gen V Raceport 50mm BOV1/8 NPT Vacuum fittingsV-band AssemblyProfiled Alloy Weld-on FittingTurbosmart Decal","Product Features:

Billet 6000 Series Aluminium Construction
Quick Release Aluminium V-Band Collar
2.0 Inlet flows over 330 CFM
Milspec Hard-Anodized Valve Guide and Stem
Hi-Temp Silicon Nomex Diaghragm
Boost Balance Technology
Positive Sealing Valve Seat
Twin 1/8NPT Reference Ports
Options Valve Position Sensor Upgrade",Not In Stock,TorqueGT
Corbeau Sprint X Racing Bucket Seat,£552.00,,"SKU:     
        COR-SF1    


                COR-SF100            

                COR-SF104            

                COR-SF130            

                COR-SF134            

                COR-SF150            

                COR-SF154            

                COR-SF106            

                COR-SF110            

                COR-SF136            

                COR-SF140            

                COR-SF152            

                COR-SF160            






The Pro-Series X FIA seat is the preferred choice of motorsport teams and enthusiasts worldwide where space is at a premium and a complete head protection seat may not be easily installed.
With its increased lateral support and shoulder stiffness, Pro-Series X a must-have for those motorsport disciplines where high G directional changes are challenging for the driver.
Featuring core DNA from Revenge X, the same subtle detail changes in the design have been applied along with FIA re-homologation:
Pro-Series X now boasts the latest foam and fabric innovations, including our new Jacquard fabric, high grip textured material and a vinyl option for all terrain use. These changes have enhanced its durability, performance and appearance. Complete with our specialised FHR comfort zone, ensures full functionality with your FHR device.
Installation with our re-designed pro-team mounts, will ensure that the seat conforms to the FIA regulations and performs exactly as it was designed.","Product Features:

New composite lay up in high-stress areas increasing stiffness
New designed inserts using 10mm 12.9 cap head bolt fixings
Improved Head protection zone to ensure full functionality and safe use of FHR devices
Improved Energy absorbing impact foam
New technically improved moulded foam base cushion, with split thigh roll for improved and unrestricted leg support
New cover design with high grip textured material in Key area
Standard size recommended for waist size up to 32"", XL for waist's over 32"".",Not In Stock,TorqueGT
